qacc	Entry	Tax_ID
M01323:399:000000000-B29GY:1:1109:7174:12525	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1109:7156:12532	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1109:11121:12544	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:13278:12569	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:2260:12581	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:20148:12606	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:2270:12696	NR_146823.1	1437816
M01323:399:000000000-B29GY:1:1109:23870:12698	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:1794:12699	NR_036929.1	212663
M01323:399:000000000-B29GY:1:1109:17820:12703	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:15285:12721	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:20688:12745	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:1109:22769:12747	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:21796:12766	NR_133732.1	1354731
M01323:399:000000000-B29GY:1:1109:25430:12771	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:22222:12906	NR_109730.1	1268273
M01323:399:000000000-B29GY:1:1109:15366:12923	NR_156936.1	1904463
M01323:399:000000000-B29GY:1:1109:24559:12936	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1109:16976:12968	NR_104953.1	53558
M01323:399:000000000-B29GY:1:1109:23605:12974	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:28741:12979	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1109:29101:12985	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:16044:13021	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:4092:13038	NR_102485.1	862908
M01323:399:000000000-B29GY:1:1109:27830:13042	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:17070:13052	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:21955:13054	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:25271:13059	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:17450:13064	NR_025821.1	270920
M01323:399:000000000-B29GY:1:1109:6538:13121	NR_042358.1	302401
M01323:399:000000000-B29GY:1:1109:23130:13130	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:14171:13138	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:4197:13145	NR_044334.1	558021
M01323:399:000000000-B29GY:1:1109:29381:13147	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:9331:13225	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:19983:13229	NR_043462.1	326537
M01323:399:000000000-B29GY:1:1109:19965:13232	NR_043462.1	326537
M01323:399:000000000-B29GY:1:1109:27677:13251	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:2754:13289	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:22005:13363	NR_102485.1	862908
M01323:399:000000000-B29GY:1:1109:21123:13375	NR_159281.1	1926625
M01323:399:000000000-B29GY:1:1109:23388:13377	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:1109:15300:13420	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:17510:13458	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:5884:13511	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:20902:13521	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:16508:13546	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:27496:13546	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:7759:13578	NR_042341.1	293647
M01323:399:000000000-B29GY:1:1109:26643:13625	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:3203:13642	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:22817:13675	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1109:3836:13675	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:11394:13690	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1109:5154:13694	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:17985:13696	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:14122:13700	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:13632:13748	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:21428:13768	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:18329:13835	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:2576:13841	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:21774:13843	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:25470:13889	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:10964:13904	NR_134204.1	1342299
M01323:399:000000000-B29GY:1:1109:6265:13928	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:18455:13949	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:29514:13959	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:11066:13973	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:4228:14006	NR_118670.1	39496
M01323:399:000000000-B29GY:1:1109:27031:14007	NR_108636.1	682400
M01323:399:000000000-B29GY:1:1109:18292:14041	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:13503:14043	NR_042468.1	170673
M01323:399:000000000-B29GY:1:1109:21561:14075	NR_042468.1	170673
M01323:399:000000000-B29GY:1:1109:9946:14110	NR_117569.1	1054033
M01323:399:000000000-B29GY:1:1109:13593:14110	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:18910:14292	NR_133821.1	1354726
M01323:399:000000000-B29GY:1:1109:24538:14348	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1109:25119:14365	NR_151995.1	1758487
M01323:399:000000000-B29GY:1:1109:25134:14379	NR_151995.1	1758487
M01323:399:000000000-B29GY:1:1109:29519:14410	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:28311:14499	NR_025522.1	698738
M01323:399:000000000-B29GY:1:1109:25888:14522	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:8430:14530	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:22528:14537	NR_043462.1	326537
M01323:399:000000000-B29GY:1:1109:23042:14552	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:1109:26844:14571	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:23340:14591	NR_043875.1	381308
M01323:399:000000000-B29GY:1:1109:9322:14641	NR_025821.1	270920
M01323:399:000000000-B29GY:1:1109:28896:14673	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:28465:14673	NR_152635.1	1938558
M01323:399:000000000-B29GY:1:1109:8851:14687	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:12848:14698	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1109:10974:14769	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:16967:14773	NR_126306.1	1470434
M01323:399:000000000-B29GY:1:1109:17073:14866	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:5592:14872	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:27220:14879	NR_132291.1	1215923
M01323:399:000000000-B29GY:1:1109:18895:14884	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:5583:14889	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:5574:14906	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:29245:14912	NR_043531.1	333140
M01323:399:000000000-B29GY:1:1109:18004:14962	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:22593:14968	NR_126306.1	1470434
M01323:399:000000000-B29GY:1:1109:9786:14972	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:1109:9537:14983	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:9969:15028	NR_108450.1	641702
M01323:399:000000000-B29GY:1:1109:10783:15039	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:14419:15082	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:10026:15096	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:20567:15135	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:15975:15164	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:7031:15281	NR_117690.2	36849
M01323:399:000000000-B29GY:1:1109:21843:15296	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:1109:13640:15319	NR_026315.1	46206
M01323:399:000000000-B29GY:1:1109:26793:15334	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:26778:15350	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:15223:15351	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:26680:15416	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:28105:15459	NR_156936.1	1904463
M01323:399:000000000-B29GY:1:1109:18117:15517	NR_102485.1	862908
M01323:399:000000000-B29GY:1:1109:10050:15523	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:9673:15573	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:10583:15575	NR_113219.1	872965
M01323:399:000000000-B29GY:1:1109:21696:15583	NR_025808.1	264027
M01323:399:000000000-B29GY:1:1109:21725:15599	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:22961:15631	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:11904:15652	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:2339:15674	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1109:6414:15676	NR_042468.1	170673
M01323:399:000000000-B29GY:1:1109:7941:15722	NR_116737.1	589873
M01323:399:000000000-B29GY:1:1109:2170:15757	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:21966:15787	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:1109:28672:15817	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:22214:15835	NR_108450.1	641702
M01323:399:000000000-B29GY:1:1109:22026:15865	NR_108450.1	641702
M01323:399:000000000-B29GY:1:1109:19529:15888	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:22210:15931	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:19737:15952	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:23688:15964	NR_117569.1	1054033
M01323:399:000000000-B29GY:1:1109:7739:15972	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1109:18948:16014	NR_132716.1	1193142
M01323:399:000000000-B29GY:1:1109:16696:16028	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:29202:16059	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:28624:16063	NR_025150.1	160661
M01323:399:000000000-B29GY:1:1109:22943:16065	NR_113943.1	308113
M01323:399:000000000-B29GY:1:1109:23335:16071	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:28642:16072	NR_024943.1	28202
M01323:399:000000000-B29GY:1:1109:14071:16172	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:22345:16177	NR_126306.1	1470434
M01323:399:000000000-B29GY:1:1109:7491:16177	NR_043875.1	381308
M01323:399:000000000-B29GY:1:1109:16588:16186	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:18408:16219	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1109:2936:16227	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:25760:16298	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:13013:16321	NR_025957.1	37450
M01323:399:000000000-B29GY:1:1109:4554:16329	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:12592:16338	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:18362:16371	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:1109:3337:16374	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:10723:16463	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:5343:16508	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:28357:16518	NR_114435.1	45972
M01323:399:000000000-B29GY:1:1109:20879:16550	NR_109668.1	29497
M01323:399:000000000-B29GY:1:1109:7285:16552	NR_112998.1	676205
M01323:399:000000000-B29GY:1:1109:26053:16566	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:15995:16576	NR_109730.1	1268273
M01323:399:000000000-B29GY:1:1109:27505:16595	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:4700:16642	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:23035:16678	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:5821:16692	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:10665:16720	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:26997:16739	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:6793:16740	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:4938:16825	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:24480:16831	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:18666:16863	NR_156912.1	1450156
M01323:399:000000000-B29GY:1:1109:9274:16865	NR_043462.1	326537
M01323:399:000000000-B29GY:1:1109:11459:16865	NR_156912.1	1450156
M01323:399:000000000-B29GY:1:1109:20763:16905	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:4955:16920	NR_134088.1	1391911
M01323:399:000000000-B29GY:1:1109:24544:16928	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:16291:16946	NR_112998.1	676205
M01323:399:000000000-B29GY:1:1109:19210:16963	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:5984:16971	NR_026315.1	46206
M01323:399:000000000-B29GY:1:1109:13799:16983	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:22821:16992	NR_042139.1	38284
M01323:399:000000000-B29GY:1:1109:19329:16998	NR_025957.1	37450
M01323:399:000000000-B29GY:1:1109:8831:17000	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:17542:17019	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:20328:17030	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:4972:17091	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:25778:17096	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:21588:17101	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:25770:17113	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:6737:17162	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:7160:17232	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:1109:8104:17258	NR_074191.1	1150469
M01323:399:000000000-B29GY:1:1109:7266:17269	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:22415:17283	NR_026315.1	46206
M01323:399:000000000-B29GY:1:1109:20493:17355	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:14939:17368	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:5785:17398	NR_025821.1	270920
M01323:399:000000000-B29GY:1:1109:17007:17399	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:21505:17427	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:3178:17430	NR_134141.1	1470563
M01323:399:000000000-B29GY:1:1109:4433:17432	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:4095:17486	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:1109:20453:17500	NR_159353.1	1982103
M01323:399:000000000-B29GY:1:1109:24597:17503	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:4098:17504	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:1109:23043:17524	NR_042358.1	302401
M01323:399:000000000-B29GY:1:1109:15040:17529	NR_146351.1	1651968
M01323:399:000000000-B29GY:1:1109:5254:17532	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:4829:17557	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:19868:17572	NR_041633.1	1331058
M01323:399:000000000-B29GY:1:1109:15097:17579	NR_026315.1	46206
M01323:399:000000000-B29GY:1:1109:16657:17606	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:5544:17629	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:26240:17641	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:26221:17644	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:9358:17656	NR_134141.1	1470563
M01323:399:000000000-B29GY:1:1109:11300:17722	NR_159353.1	1982103
M01323:399:000000000-B29GY:1:1109:25849:17813	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:5067:17862	NR_132291.1	1215923
M01323:399:000000000-B29GY:1:1109:3007:17866	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1109:14044:17874	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:6847:17890	NR_026315.1	46206
M01323:399:000000000-B29GY:1:1109:26813:17924	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:17881:17999	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:3124:18027	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:27586:18032	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:3111:18041	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:20891:18079	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:18605:18110	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:26055:18148	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:19645:18154	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:16976:18164	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:20524:18198	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:13136:18282	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:26376:18311	NR_156936.1	1904463
M01323:399:000000000-B29GY:1:1109:26393:18320	NR_156936.1	1904463
M01323:399:000000000-B29GY:1:1109:12157:18344	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:11744:18359	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:3904:18366	NR_157671.1	1963835
M01323:399:000000000-B29GY:1:1109:17668:18375	NR_108452.1	641783
M01323:399:000000000-B29GY:1:1109:11906:18447	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:6857:18574	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:19635:18668	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1109:27609:18669	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:9252:18682	NR_116611.1	570281
M01323:399:000000000-B29GY:1:1109:16463:18686	NR_117719.1	1458253
M01323:399:000000000-B29GY:1:1109:8065:18784	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:23652:18849	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:22285:18874	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:8755:18915	NR_026315.1	46206
M01323:399:000000000-B29GY:1:1109:16187:18929	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:19961:19004	NR_115288.1	263511
M01323:399:000000000-B29GY:1:1109:25300:19020	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:25446:19029	NR_159353.1	1982103
M01323:399:000000000-B29GY:1:1109:10637:19051	NR_043463.1	326544
M01323:399:000000000-B29GY:1:1109:18156:19255	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:9729:19266	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:19999:19302	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:25490:19313	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:26441:19344	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:1109:11787:19347	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:9413:19386	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:19729:19389	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:20004:19408	NR_156936.1	1904463
M01323:399:000000000-B29GY:1:1109:27235:19438	NR_157992.1	2029869
M01323:399:000000000-B29GY:1:1109:22013:19455	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:17870:19468	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:4097:19512	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:11996:19560	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:6735:19574	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:21485:19664	NR_112998.1	676205
M01323:399:000000000-B29GY:1:1109:12036:19731	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:12476:19740	NR_117782.1	416213
M01323:399:000000000-B29GY:1:1109:21293:19765	NR_148664.1	1759387
M01323:399:000000000-B29GY:1:1109:18360:19777	NR_117839.1	860
M01323:399:000000000-B29GY:1:1109:21965:19795	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:18945:19803	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:1109:24875:19813	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:15350:19847	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1109:20618:19849	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:8207:19861	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:20256:19880	NR_025522.1	698738
M01323:399:000000000-B29GY:1:1109:19527:19930	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:25681:19947	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:26445:19955	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:24268:20031	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:10080:20034	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:10014:20053	NR_116288.1	1128911
M01323:399:000000000-B29GY:1:1109:11289:20060	NR_025821.1	270920
M01323:399:000000000-B29GY:1:1109:10033:20063	NR_043463.1	326544
M01323:399:000000000-B29GY:1:1109:12744:20120	NR_132291.1	1215923
M01323:399:000000000-B29GY:1:1109:24281:20124	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:24297:20131	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:8500:20186	NR_134008.1	1195759
M01323:399:000000000-B29GY:1:1109:20785:20249	NR_108636.1	682400
M01323:399:000000000-B29GY:1:1109:6996:20251	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:23588:20333	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:7555:20348	NR_149250.1	1526573
M01323:399:000000000-B29GY:1:1109:13488:20352	NR_109730.1	1268273
M01323:399:000000000-B29GY:1:1109:27166:20363	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1109:8078:20366	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:1109:17188:20383	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:17174:20396	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:10323:20454	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:24546:20457	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:12510:20464	NR_108450.1	641702
M01323:399:000000000-B29GY:1:1109:7940:20473	NR_043959.1	394751
M01323:399:000000000-B29GY:1:1109:16252:20478	NR_114982.1	136468
M01323:399:000000000-B29GY:1:1109:9375:20516	NR_043959.1	394751
M01323:399:000000000-B29GY:1:1109:24386:20529	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:9597:20623	NR_148755.1	314275
M01323:399:000000000-B29GY:1:1109:9804:20639	NR_132291.1	1215923
M01323:399:000000000-B29GY:1:1109:10881:20795	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:10412:20875	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:20304:20942	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:14342:20968	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:19650:20994	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:27076:20997	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:10367:21031	NR_043875.1	381308
M01323:399:000000000-B29GY:1:1109:16497:21047	NR_042617.1	431061
M01323:399:000000000-B29GY:1:1109:5686:21048	NR_041633.1	1331058
M01323:399:000000000-B29GY:1:1109:18062:21052	NR_026221.1	43657
M01323:399:000000000-B29GY:1:1109:18586:21128	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:1109:4783:21179	NR_025522.1	698738
M01323:399:000000000-B29GY:1:1109:8182:21249	NR_026315.1	46206
M01323:399:000000000-B29GY:1:1109:23925:21250	NR_102485.1	862908
M01323:399:000000000-B29GY:1:1109:8167:21261	NR_026315.1	46206
M01323:399:000000000-B29GY:1:1109:21302:21269	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:12677:21279	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:27097:21357	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:17437:21387	NR_159238.1	1897629
M01323:399:000000000-B29GY:1:1109:6209:21401	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:8304:21412	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1109:8213:21446	NR_108299.1	564117
M01323:399:000000000-B29GY:1:1109:8209:21465	NR_108299.1	564117
M01323:399:000000000-B29GY:1:1109:9999:21482	NR_133732.1	1354731
M01323:399:000000000-B29GY:1:1109:7449:21508	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:21696:21520	NR_043959.1	394751
M01323:399:000000000-B29GY:1:1109:22620:21658	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:12408:21659	NR_159353.1	1982103
M01323:399:000000000-B29GY:1:1109:22164:21746	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:12108:21777	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:21805:21784	NR_028742.1	91360
M01323:399:000000000-B29GY:1:1109:6652:21803	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1109:24016:21889	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:24035:21896	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:9459:21900	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1109:24620:21913	NR_109730.1	1268273
M01323:399:000000000-B29GY:1:1109:25138:21916	NR_102485.1	862908
M01323:399:000000000-B29GY:1:1109:13655:21918	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:1109:9895:21949	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:7073:21962	NR_026315.1	46206
M01323:399:000000000-B29GY:1:1109:7285:22029	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1109:23188:22065	NR_152085.1	1763883
M01323:399:000000000-B29GY:1:1109:10948:22107	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:10930:22109	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1109:10231:22141	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:22269:22157	NR_040791.1	81895
M01323:399:000000000-B29GY:1:1109:19780:22178	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:17502:22184	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:1109:20368:22184	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1109:24673:22196	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1109:7921:22209	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:21714:22280	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1109:9245:22302	NR_074634.1	515619
M01323:399:000000000-B29GY:1:1109:15993:22303	NR_114405.1	28229
M01323:399:000000000-B29GY:1:1109:19231:22368	NR_043959.1	394751
M01323:399:000000000-B29GY:1:1109:7929:22422	NR_159134.1	1834927
